V1,ID,Task,Q1Gender,Age,Distance,Trips,Q13CurrentThreatToSelf,Q14FutureThreatToSelf,Q15ThreatToEnvironment,BP,Charity,Consequentiality,Experts,Education,Employment,Survey,Price_B,Performance_B,Emission_B,Performance_A,Emission_A,Price_A,Choice,Income,Order,Task.1,Consequentiality.1,Experts.1,Q6ResearchResponse,Q6Bid,Q7Bid,Q7Bid2,Q7TreatmentResponse,Q7Response2,Timing,Q12CECertainty,Q6ResearchCertainty,Q7TreatmentCertainty,IncomeDummy,av_A,av_B,Bid_Alt,ExpertsDummy,ExpertsGroup,Weights,Q5Knowledge,Order.1
2255,564,3,1,47.5,6.5,2,3,4,4,1,0,2,3,1,6,8,1,5,10,0,0,0,2,2250,0,3,2,3,2,5,5,2,1,1,588,2,2,0,1,1,1,0,0,1,1.02031588409728,3,0
2256,564,4,1,47.5,6.5,2,3,4,4,1,0,2,3,1,6,8,1,10,40,0,0,0,2,2250,0,4,2,3,2,5,5,2,1,1,588,2,2,0,1,1,1,0,0,1,1.02031588409728,3,0
2257,565,1,1,47.5,6.5,1,1,1,1,1,0,0,3,1,4,9,5,5,10,0,0,0,1,750,0,1,0,3,1,5,90,45,1,0,487,2,2,2,0,1,1,0,0,1,0.841912607467079,2,0
2258,565,2,1,47.5,6.5,1,1,1,1,1,0,0,3,1,4,9,2.5,5,40,0,0,0,1,750,0,2,0,3,1,5,90,45,1,0,487,2,2,2,0,1,1,0,0,1,0.841912607467079,2,0
2259,565,3,1,47.5,6.5,1,1,1,1,1,0,0,3,1,4,9,1,5,10,0,0,0,1,750,0,3,0,3,1,5,90,45,1,0,487,2,2,2,0,1,1,0,0,1,0.841912607467079,2,0
2260,565,4,1,47.5,6.5,1,1,1,1,1,0,0,3,1,4,9,1,10,40,0,0,0,1,750,0,4,0,3,1,5,90,45,1,0,487,2,2,2,0,1,1,0,0,1,0.841912607467079,2,0
2261,566,1,1,47.5,50,3,1,1,5,2,2,2,5,2,6,10,1,50,90,0,0,0,2,2250,1,1,2,5,2,90,40,80,2,1,506,2,2,2,1,1,1,0,1,2,0.230243994715431,5,1
2262,566,2,1,47.5,50,3,1,1,5,2,2,2,5,2,6,10,0.5,5,40,0,0,0,2,2250,1,2,2,5,2,90,40,80,2,1,506,2,2,2,1,1,1,0,1,2,0.230243994715431,5,1
2263,566,3,1,47.5,50,3,1,1,5,2,2,2,5,2,6,10,5,10,90,0,0,0,2,2250,1,3,2,5,2,90,40,80,2,1,506,2,2,2,1,1,1,0,1,2,0.230243994715431,5,1
2264,566,4,1,47.5,50,3,1,1,5,2,2,2,5,2,6,10,2.5,50,10,0,0,0,1,2250,1,4,2,5,2,90,40,80,2,1,506,2,2,2,1,1,1,0,1,2,0.230243994715431,5,1
2265,567,1,1,47.5,15.5,1,1,2,4,0,0,2,3,3,4,6,5,5,10,0,0,0,1,4500,0,1,2,3,1,60,90,45,1,1,429,2,2,2,1,1,1,0,0,1,0.802745490330372,3,0
2266,567,2,1,47.5,15.5,1,1,2,4,0,0,2,3,3,4,6,0.5,5,40,0,0,0,1,4500,0,2,2,3,1,60,90,45,1,1,429,2,2,2,1,1,1,0,0,1,0.802745490330372,3,0
2267,567,3,1,47.5,15.5,1,1,2,4,0,0,2,3,3,4,6,1,5,10,0,0,0,2,4500,0,3,2,3,1,60,90,45,1,1,429,2,2,2,1,1,1,0,0,1,0.802745490330372,3,0
2268,567,4,1,47.5,15.5,1,1,2,4,0,0,2,3,3,4,6,1,10,40,0,0,0,2,4500,0,4,2,3,1,60,90,45,1,1,429,2,2,2,1,1,1,0,0,1,0.802745490330372,3,0
2269,568,1,0,47.5,50,1,3,3,3,0,0,2,3,1,1,8,5,5,10,0,0,0,2,750,1,1,2,3,1,60,5,10,2,1,537,1,1,2,0,1,1,0,0,1,0.621336519740328,2,1
2270,568,2,0,47.5,50,1,3,3,3,0,0,2,3,1,1,8,2.5,5,10,0,0,0,2,750,1,2,2,3,1,60,5,10,2,1,537,1,1,2,0,1,1,0,0,1,0.621336519740328,2,1
2271,568,3,0,47.5,50,1,3,3,3,0,0,2,3,1,1,8,5,10,90,0,0,0,2,750,1,3,2,3,1,60,5,10,2,1,537,1,1,2,0,1,1,0,0,1,0.621336519740328,2,1
2272,568,4,0,47.5,50,1,3,3,3,0,0,2,3,1,1,8,2.5,50,10,0,0,0,2,750,1,4,2,3,1,60,5,10,2,1,537,1,1,2,0,1,1,0,0,1,0.621336519740328,2,1
2273,569,1,1,47.5,50,2,4,5,5,0,1,2,4,2,4,10,5,50,40,0,0,0,2,750,1,1,2,4,1,40,20,40,2,0,630,2,2,2,0,1,1,0,1,2,1.00738919092075,2,1
2274,569,2,1,47.5,50,2,4,5,5,0,1,2,4,2,4,10,2.5,5,40,0,0,0,2,750,1,2,2,4,1,40,20,40,2,0,630,2,2,2,0,1,1,0,1,2,1.00738919092075,2,1
2275,569,3,1,47.5,50,2,4,5,5,0,1,2,4,2,4,10,1,5,10,0,0,0,2,750,1,3,2,4,1,40,20,40,2,0,630,2,2,2,0,1,1,0,1,2,1.00738919092075,2,1
2276,569,4,1,47.5,50,2,4,5,5,0,1,2,4,2,4,10,1,10,40,0,0,0,2,750,1,4,2,4,1,40,20,40,2,0,630,2,2,2,0,1,1,0,1,2,1.00738919092075,2,1
2277,570,1,0,63,35,1,3,3,3,0,0,2,3,3,5,10,1,50,90,0,0,0,2,2750,1,1,2,3,2,100,10,20,2,1,761,2,2,2,1,1,1,0,0,1,0.85406807263467,3,1
2278,570,2,0,63,35,1,3,3,3,0,0,2,3,3,5,10,2.5,5,10,0,0,0,2,2750,1,2,2,3,2,100,10,20,2,1,761,2,2,2,1,1,1,0,0,1,0.85406807263467,3,1
2279,570,3,0,63,35,1,3,3,3,0,0,2,3,3,5,10,2.5,5,90,0,0,0,2,2750,1,3,2,3,2,100,10,20,2,1,761,2,2,2,1,1,1,0,0,1,0.85406807263467,3,1
2280,570,4,0,63,35,1,3,3,3,0,0,2,3,3,5,10,1,10,40,0,0,0,2,2750,1,4,2,3,2,100,10,20,2,1,761,2,2,2,1,1,1,0,0,1,0.85406807263467,3,1
2281,571,1,0,47.5,15.5,2,5,4,5,1,1,2,5,2,5,10,1,50,90,0,0,0,1,250,0,1,2,5,2,60,80,160,2,0,516,1,1,1,0,1,1,0,1,2,0.839877168662017,4,0
2282,571,2,0,47.5,15.5,2,5,4,5,1,1,2,5,2,5,10,2.5,5,40,0,0,0,1,250,0,2,2,5,2,60,80,160,2,0,516,1,1,1,0,1,1,0,1,2,0.839877168662017,4,0
2283,571,3,0,47.5,15.5,2,5,4,5,1,1,2,5,2,5,10,0.5,5,90,0,0,0,2,250,0,3,2,5,2,60,80,160,2,0,516,1,1,1,0,1,1,0,1,2,0.839877168662017,4,0
2284,571,4,0,47.5,15.5,2,5,4,5,1,1,2,5,2,5,10,2.5,50,10,0,0,0,1,250,0,4,2,5,2,60,80,160,2,0,516,1,1,1,0,1,1,0,1,2,0.839877168662017,4,0
2285,572,1,1,47.5,35,1,3,3,1,0,0,0,4,2,1,7,5,5,10,0,0,0,1,2750,0,1,0,4,1,5,5,10,2,1,167,1,0,1,1,1,1,0,1,2,1.20803698717072,2,0
2286,572,2,1,47.5,35,1,3,3,1,0,0,0,4,2,1,7,0.5,5,40,0,0,0,2,2750,0,2,0,4,1,5,5,10,2,1,167,1,0,1,1,1,1,0,1,2,1.20803698717072,2,0
2287,572,3,1,47.5,35,1,3,3,1,0,0,0,4,2,1,7,0.5,5,90,0,0,0,1,2750,0,3,0,4,1,5,5,10,2,1,167,1,0,1,1,1,1,0,1,2,1.20803698717072,2,0
2288,572,4,1,47.5,35,1,3,3,1,0,0,0,4,2,1,7,2.5,50,10,0,0,0,2,2750,0,4,0,4,1,5,5,10,2,1,167,1,0,1,1,1,1,0,1,2,1.20803698717072,2,0
2289,573,1,0,63,6.5,3,3,3,4,0,0,1,4,1,4,10,1,50,90,0,0,0,1,2750,1,1,1,4,1,90,10,5,1,1,938,1,1,2,1,1,1,0,1,2,1.3615948594396,2,1
2290,573,2,0,63,6.5,3,3,3,4,0,0,1,4,1,4,10,0.5,5,40,0,0,0,2,2750,1,2,1,4,1,90,10,5,1,1,938,1,1,2,1,1,1,0,1,2,1.3615948594396,2,1
2291,573,3,0,63,6.5,3,3,3,4,0,0,1,4,1,4,10,1,5,10,0,0,0,2,2750,1,3,1,4,1,90,10,5,1,1,938,1,1,2,1,1,1,0,1,2,1.3615948594396,2,1
2292,573,4,0,63,6.5,3,3,3,4,0,0,1,4,1,4,10,5,5,10,0,0,0,1,2750,1,4,1,4,1,90,10,5,1,1,938,1,1,2,1,1,1,0,1,2,1.3615948594396,2,1
2293,574,1,1,21.5,35,2,2,5,5,0,0,2,5,2,3,10,1,50,90,0,0,0,2,750,1,1,2,5,2,10,5,10,2,1,377,2,1,2,0,1,1,0,1,2,1.61361666097351,3,1
2294,574,2,1,21.5,35,2,2,5,5,0,0,2,5,2,3,10,0.5,5,40,0,0,0,2,750,1,2,2,5,2,10,5,10,2,1,377,2,1,2,0,1,1,0,1,2,1.61361666097351,3,1
2295,574,3,1,21.5,35,2,2,5,5,0,0,2,5,2,3,10,2.5,5,90,0,0,0,2,750,1,3,2,5,2,10,5,10,2,1,377,2,1,2,0,1,1,0,1,2,1.61361666097351,3,1
2296,574,4,1,21.5,35,2,2,5,5,0,0,2,5,2,3,10,1,10,40,0,0,0,2,750,1,4,2,5,2,10,5,10,2,1,377,2,1,2,0,1,1,0,1,2,1.61361666097351,3,1
2297,575,1,0,32.5,6.5,2,3,4,5,1,1,2,4,2,4,10,5,50,40,0,0,0,2,5000,1,1,2,4,2,5,80,160,2,1,306,2,2,2,1,1,1,0,1,2,1.1147746196896,3,1
2298,575,2,0,32.5,6.5,2,3,4,5,1,1,2,4,2,4,10,2.5,5,40,0,0,0,2,5000,1,2,2,4,2,5,80,160,2,1,306,2,2,2,1,1,1,0,1,2,1.1147746196896,3,1
2299,575,3,0,32.5,6.5,2,3,4,5,1,1,2,4,2,4,10,1,5,10,0,0,0,2,5000,1,3,2,4,2,5,80,160,2,1,306,2,2,2,1,1,1,0,1,2,1.1147746196896,3,1
2300,575,4,0,32.5,6.5,2,3,4,5,1,1,2,4,2,4,10,2.5,50,10,0,0,0,2,5000,1,4,2,4,2,5,80,160,2,1,306,2,2,2,1,1,1,0,1,2,1.1147746196896,3,1
2301,576,1,0,47.5,1,0,1,4,3,0,0,1,2,0,3,5,5,5,10,0,0,0,1,3500,1,1,1,2,1,60,100,50,1,0,410,2,2,2,1,1,1,0,0,0,0.00698553390059453,3,1
2302,576,2,0,47.5,1,0,1,4,3,0,0,1,2,0,3,5,2.5,5,40,0,0,0,1,3500,1,2,1,2,1,60,100,50,1,0,410,2,2,2,1,1,1,0,0,0,0.00698553390059453,3,1
2303,576,3,0,47.5,1,0,1,4,3,0,0,1,2,0,3,5,1,5,10,0,0,0,2,3500,1,3,1,2,1,60,100,50,1,0,410,2,2,2,1,1,1,0,0,0,0.00698553390059453,3,1
2304,576,4,0,47.5,1,0,1,4,3,0,0,1,2,0,3,5,1,10,40,0,0,0,2,3500,1,4,1,2,1,60,100,50,1,0,410,2,2,2,1,1,1,0,0,0,0.00698553390059453,3,1
2305,577,1,1,47.5,35,2,3,2,3,1,0,1,4,3,6,9,1,50,90,0,0,0,2,3500,0,1,1,4,2,10,80,160,2,0,619,2,2,0,1,1,1,0,1,2,0.933626968545535,4,0
2306,577,2,1,47.5,35,2,3,2,3,1,0,1,4,3,6,9,0.5,5,40,0,0,0,2,3500,0,2,1,4,2,10,80,160,2,0,619,2,2,0,1,1,1,0,1,2,0.933626968545535,4,0
2307,577,3,1,47.5,35,2,3,2,3,1,0,1,4,3,6,9,1,5,10,0,0,0,2,3500,0,3,1,4,2,10,80,160,2,0,619,2,2,0,1,1,1,0,1,2,0.933626968545535,4,0
2308,577,4,1,47.5,35,2,3,2,3,1,0,1,4,3,6,9,2.5,50,10,0,0,0,2,3500,0,4,1,4,2,10,80,160,2,0,619,2,2,0,1,1,1,0,1,2,0.933626968545535,4,0
2309,578,1,0,47.5,15.5,2,3,4,4,1,0,0,3,2,6,8,5,5,10,0,0,0,1,1250,1,1,0,3,1,80,60,120,2,0,920,1,1,1,0,1,1,0,0,1,0.974761080459085,3,1
2310,578,2,0,47.5,15.5,2,3,4,4,1,0,0,3,2,6,8,0.5,10,10,0,0,0,2,1250,1,2,0,3,1,80,60,120,2,0,920,1,1,1,0,1,1,0,0,1,0.974761080459085,3,1
2311,578,3,0,47.5,15.5,2,3,4,4,1,0,0,3,2,6,8,2.5,5,90,0,0,0,2,1250,1,3,0,3,1,80,60,120,2,0,920,1,1,1,0,1,1,0,0,1,0.974761080459085,3,1
2312,578,4,0,47.5,15.5,2,3,4,4,1,0,0,3,2,6,8,0.5,50,10,0,0,0,2,1250,1,4,0,3,1,80,60,120,2,0,920,1,1,1,0,1,1,0,0,1,0.974761080459085,3,1
2313,579,1,0,63,50,1,3,3,3,0,0,1,3,3,6,4,1,50,90,0,0,0,2,2250,1,1,1,3,1,40,80,40,1,0,226,1,0,1,1,1,1,0,0,1,0.481020400192787,1,1
2314,579,2,0,63,50,1,3,3,3,0,0,1,3,3,6,4,2.5,5,10,0,0,0,1,2250,1,2,1,3,1,40,80,40,1,0,226,1,0,1,1,1,1,0,0,1,0.481020400192787,1,1
2315,579,3,0,63,50,1,3,3,3,0,0,1,3,3,6,4,1,5,10,0,0,0,1,2250,1,3,1,3,1,40,80,40,1,0,226,1,0,1,1,1,1,0,0,1,0.481020400192787,1,1
2316,579,4,0,63,50,1,3,3,3,0,0,1,3,3,6,4,1,10,40,0,0,0,1,2250,1,4,1,3,1,40,80,40,1,0,226,1,0,1,1,1,1,0,0,1,0.481020400192787,1,1
2317,580,1,0,63,6.5,3,3,3,3,0,2,0,3,0,0,7,5,5,10,0,0,0,1,2250,0,1,0,3,2,5,5,10,2,0,299,1,1,1,1,1,1,0,0,1,1.04011090461608,3,0
2318,580,2,0,63,6.5,3,3,3,3,0,2,0,3,0,0,7,2.5,5,40,0,0,0,2,2250,0,2,0,3,2,5,5,10,2,0,299,1,1,1,1,1,1,0,0,1,1.04011090461608,3,0
2319,580,3,0,63,6.5,3,3,3,3,0,2,0,3,0,0,7,2.5,5,90,0,0,0,2,2250,0,3,0,3,2,5,5,10,2,0,299,1,1,1,1,1,1,0,0,1,1.04011090461608,3,0
2320,580,4,0,63,6.5,3,3,3,3,0,2,0,3,0,0,7,5,5,10,0,0,0,1,2250,0,4,0,3,2,5,5,10,2,0,299,1,1,1,1,1,1,0,0,1,1.04011090461608,3,0
2321,581,1,0,63,50,2,3,4,4,1,0,1,4,3,2,9,5,5,10,0,0,0,1,1250,0,1,1,4,2,20,100,50,1,1,499,1,0,1,0,1,1,0,1,2,0.920442196342287,3,0
2322,581,2,0,63,50,2,3,4,4,1,0,1,4,3,2,9,2.5,5,40,0,0,0,2,1250,0,2,1,4,2,20,100,50,1,1,499,1,0,1,0,1,1,0,1,2,0.920442196342287,3,0
2323,581,3,0,63,50,2,3,4,4,1,0,1,4,3,2,9,1,5,10,0,0,0,1,1250,0,3,1,4,2,20,100,50,1,1,499,1,0,1,0,1,1,0,1,2,0.920442196342287,3,0
2324,581,4,0,63,50,2,3,4,4,1,0,1,4,3,2,9,1,10,40,0,0,0,2,1250,0,4,1,4,2,20,100,50,1,1,499,1,0,1,0,1,1,0,1,2,0.920442196342287,3,0
2325,582,1,0,63,50,0,3,3,3,1,0,1,4,1,1,10,2.5,10,10,0,0,0,1,250,0,1,1,4,1,80,20,40,2,0,321,2,2,2,0,1,1,0,1,2,1.0282119037421,2,0
2326,582,2,0,63,50,0,3,3,3,1,0,1,4,1,1,10,0.5,10,10,0,0,0,1,250,0,2,1,4,1,80,20,40,2,0,321,2,2,2,0,1,1,0,1,2,1.0282119037421,2,0
2327,582,3,0,63,50,0,3,3,3,1,0,1,4,1,1,10,0.5,5,90,0,0,0,1,250,0,3,1,4,1,80,20,40,2,0,321,2,2,2,0,1,1,0,1,2,1.0282119037421,2,0
2328,582,4,0,63,50,0,3,3,3,1,0,1,4,1,1,10,1,10,40,0,0,0,1,250,0,4,1,4,1,80,20,40,2,0,321,2,2,2,0,1,1,0,1,2,1.0282119037421,2,0
2329,583,1,0,63,50,1,3,3,4,0,0,1,3,1,4,7,1,50,90,0,0,0,1,1250,1,1,1,3,1,90,40,20,1,0,352,2,2,2,0,1,1,0,0,1,0.626779800711289,2,1
2330,583,2,0,63,50,1,3,3,4,0,0,1,3,1,4,7,2.5,5,40,0,0,0,1,1250,1,2,1,3,1,90,40,20,1,0,352,2,2,2,0,1,1,0,0,1,0.626779800711289,2,1
2331,583,3,0,63,50,1,3,3,4,0,0,1,3,1,4,7,5,10,90,0,0,0,1,1250,1,3,1,3,1,90,40,20,1,0,352,2,2,2,0,1,1,0,0,1,0.626779800711289,2,1
2332,583,4,0,63,50,1,3,3,4,0,0,1,3,1,4,7,1,10,40,0,0,0,2,1250,1,4,1,3,1,90,40,20,1,0,352,2,2,2,0,1,1,0,0,1,0.626779800711289,2,1
2333,584,1,1,47.5,50,3,2,2,2,0,0,1,2,1,6,7,5,5,10,0,0,0,1,1750,1,1,1,2,1,10,5,2,1,0,664,2,2,2,0,1,1,0,0,0,0.14201903263015,2,1
2334,584,2,1,47.5,50,3,2,2,2,0,0,1,2,1,6,7,0.5,5,40,0,0,0,1,1750,1,2,1,2,1,10,5,2,1,0,664,2,2,2,0,1,1,0,0,0,0.14201903263015,2,1
2335,584,3,1,47.5,50,3,2,2,2,0,0,1,2,1,6,7,5,10,90,0,0,0,1,1750,1,3,1,2,1,10,5,2,1,0,664,2,2,2,0,1,1,0,0,0,0.14201903263015,2,1
2336,584,4,1,47.5,50,3,2,2,2,0,0,1,2,1,6,7,2.5,50,10,0,0,0,1,1750,1,4,1,2,1,10,5,2,1,0,664,2,2,2,0,1,1,0,0,0,0.14201903263015,2,1
2337,585,1,0,63,35,1,2,2,2,0,0,1,3,1,4,6,1,50,90,0,0,0,1,1250,0,1,1,3,1,40,40,20,1,0,683,2,2,2,0,1,1,0,0,1,0.523425864968169,2,0
2338,585,2,0,63,35,1,2,2,2,0,0,1,3,1,4,6,2.5,5,40,0,0,0,1,1250,0,2,1,3,1,40,40,20,1,0,683,2,2,2,0,1,1,0,0,1,0.523425864968169,2,0
2339,585,3,0,63,35,1,2,2,2,0,0,1,3,1,4,6,5,10,90,0,0,0,1,1250,0,3,1,3,1,40,40,20,1,0,683,2,2,2,0,1,1,0,0,1,0.523425864968169,2,0
2340,585,4,0,63,35,1,2,2,2,0,0,1,3,1,4,6,2.5,50,10,0,0,0,1,1250,0,4,1,3,1,40,40,20,1,0,683,2,2,2,0,1,1,0,0,1,0.523425864968169,2,0
2341,586,1,0,47.5,15.5,2,3,4,3,1,0,2,2,3,6,10,5,50,40,0,0,0,1,5000,0,1,2,2,1,100,60,120,2,1,590,1,1,2,1,1,1,0,0,0,0.175768973333479,3,0
2342,586,2,0,47.5,15.5,2,3,4,3,1,0,2,2,3,6,10,2.5,5,40,0,0,0,1,5000,0,2,2,2,1,100,60,120,2,1,590,1,1,2,1,1,1,0,0,0,0.175768973333479,3,0
2343,586,3,0,47.5,15.5,2,3,4,3,1,0,2,2,3,6,10,2.5,5,90,0,0,0,1,5000,0,3,2,2,1,100,60,120,2,1,590,1,1,2,1,1,1,0,0,0,0.175768973333479,3,0
2344,586,4,0,47.5,15.5,2,3,4,3,1,0,2,2,3,6,10,1,10,40,0,0,0,1,5000,0,4,2,2,1,100,60,120,2,1,590,1,1,2,1,1,1,0,0,0,0.175768973333479,3,0
2345,587,1,1,63,35,2,1,1,1,1,0,0,4,1,6,10,5,5,10,0,0,0,1,1750,0,1,0,4,2,10,100,50,1,0,494,2,2,1,0,1,1,0,1,2,1.02485512862853,2,0
2346,587,2,1,63,35,2,1,1,1,1,0,0,4,1,6,10,0.5,10,10,0,0,0,2,1750,0,2,0,4,2,10,100,50,1,0,494,2,2,1,0,1,1,0,1,2,1.02485512862853,2,0
2347,587,3,1,63,35,2,1,1,1,1,0,0,4,1,6,10,2.5,5,90,0,0,0,1,1750,0,3,0,4,2,10,100,50,1,0,494,2,2,1,0,1,1,0,1,2,1.02485512862853,2,0
2348,587,4,1,63,35,2,1,1,1,1,0,0,4,1,6,10,0.5,50,10,0,0,0,1,1750,0,4,0,4,2,10,100,50,1,0,494,2,2,1,0,1,1,0,1,2,1.02485512862853,2,0
2349,588,1,0,63,35,1,5,5,5,0,0,0,1,4,1,10,1,50,90,0,0,0,1,1250,1,1,0,1,1,40,80,40,1,0,329,2,2,2,0,1,1,0,0,0,0.000205103493505096,4,1
2350,588,2,0,63,35,1,5,5,5,0,0,0,1,4,1,10,2.5,5,40,0,0,0,1,1250,1,2,0,1,1,40,80,40,1,0,329,2,2,2,0,1,1,0,0,0,0.000205103493505096,4,1
2351,588,3,0,63,35,1,5,5,5,0,0,0,1,4,1,10,5,10,90,0,0,0,1,1250,1,3,0,1,1,40,80,40,1,0,329,2,2,2,0,1,1,0,0,0,0.000205103493505096,4,1
2352,588,4,0,63,35,1,5,5,5,0,0,0,1,4,1,10,5,5,10,0,0,0,1,1250,1,4,0,1,1,40,80,40,1,0,329,2,2,2,0,1,1,0,0,0,0.000205103493505096,4,1
2353,589,1,0,21.5,1,0,3,5,2,1,0,2,2,2,3,9,5,50,40,0,0,0,2,1750,0,1,2,2,1,90,60,120,2,0,254,1,1,1,0,1,1,0,0,0,0.771834342548914,3,0
2354,589,2,0,21.5,1,0,3,5,2,1,0,2,2,2,3,9,0.5,5,40,0,0,0,2,1750,0,2,2,2,1,90,60,120,2,0,254,1,1,1,0,1,1,0,0,0,0.771834342548914,3,0
2355,589,3,0,21.5,1,0,3,5,2,1,0,2,2,2,3,9,0.5,5,90,0,0,0,1,1750,0,3,2,2,1,90,60,120,2,0,254,1,1,1,0,1,1,0,0,0,0.771834342548914,3,0
2356,589,4,0,21.5,1,0,3,5,2,1,0,2,2,2,3,9,2.5,50,10,0,0,0,2,1750,0,4,2,2,1,90,60,120,2,0,254,1,1,1,0,1,1,0,0,0,0.771834342548914,3,0
2357,590,1,0,47.5,35,2,4,4,5,2,1,2,5,3,1,10,1,50,90,0,0,0,2,5000,0,1,2,5,1,40,5,10,2,1,298,2,1,2,1,1,1,0,1,2,0.579423084692176,3,0
2358,590,2,0,47.5,35,2,4,4,5,2,1,2,5,3,1,10,2.5,5,40,0,0,0,1,5000,0,2,2,5,1,40,5,10,2,1,298,2,1,2,1,1,1,0,1,2,0.579423084692176,3,0
2359,590,3,0,47.5,35,2,4,4,5,2,1,2,5,3,1,10,5,10,90,0,0,0,1,5000,0,3,2,5,1,40,5,10,2,1,298,2,1,2,1,1,1,0,1,2,0.579423084692176,3,0
2360,590,4,0,47.5,35,2,4,4,5,2,1,2,5,3,1,10,1,10,40,0,0,0,2,5000,0,4,2,5,1,40,5,10,2,1,298,2,1,2,1,1,1,0,1,2,0.579423084692176,3,0
2361,591,1,1,63,50,1,1,1,5,0,0,0,4,3,1,1,1,50,90,0,0,0,2,250,0,1,0,4,1,80,90,45,1,0,282,2,2,2,0,1,1,0,1,2,1.01467553656605,2,0
2362,591,2,1,63,50,1,1,1,5,0,0,0,4,3,1,1,0.5,5,40,0,0,0,2,250,0,2,0,4,1,80,90,45,1,0,282,2,2,2,0,1,1,0,1,2,1.01467553656605,2,0
2363,591,3,1,63,50,1,1,1,5,0,0,0,4,3,1,1,2.5,5,90,0,0,0,1,250,0,3,0,4,1,80,90,45,1,0,282,2,2,2,0,1,1,0,1,2,1.01467553656605,2,0
2364,591,4,1,63,50,1,1,1,5,0,0,0,4,3,1,1,2.5,50,10,0,0,0,1,250,0,4,0,4,1,80,90,45,1,0,282,2,2,2,0,1,1,0,1,2,1.01467553656605,2,0
2365,592,1,0,47.5,50,2,3,4,4,0,0,1,2,2,4,10,1,50,90,0,0,0,2,1250,0,1,1,2,1,10,10,20,2,1,528,1,1,2,0,1,1,0,0,0,0.00227443235413418,2,0
2366,592,2,0,47.5,50,2,3,4,4,0,0,1,2,2,4,10,2.5,5,10,0,0,0,2,1250,0,2,1,2,1,10,10,20,2,1,528,1,1,2,0,1,1,0,0,0,0.00227443235413418,2,0
2367,592,3,0,47.5,50,2,3,4,4,0,0,1,2,2,4,10,5,10,90,0,0,0,1,1250,0,3,1,2,1,10,10,20,2,1,528,1,1,2,0,1,1,0,0,0,0.00227443235413418,2,0
2368,592,4,0,47.5,50,2,3,4,4,0,0,1,2,2,4,10,0.5,50,10,0,0,0,1,1250,0,4,1,2,1,10,10,20,2,1,528,1,1,2,0,1,1,0,0,0,0.00227443235413418,2,0
2369,593,1,0,32.5,50,1,2,3,4,1,1,0,3,4,6,6,5,5,10,0,0,0,2,3500,0,1,0,3,2,5,80,40,1,1,607,1,2,1,1,1,1,0,0,1,1.05794632543303,3,0
2370,593,2,0,32.5,50,1,2,3,4,1,1,0,3,4,6,6,2.5,5,40,0,0,0,2,3500,0,2,0,3,2,5,80,40,1,1,607,1,2,1,1,1,1,0,0,1,1.05794632543303,3,0
2371,593,3,0,32.5,50,1,2,3,4,1,1,0,3,4,6,6,0.5,5,90,0,0,0,1,3500,0,3,0,3,2,5,80,40,1,1,607,1,2,1,1,1,1,0,0,1,1.05794632543303,3,0
2372,593,4,0,32.5,50,1,2,3,4,1,1,0,3,4,6,6,1,10,40,0,0,0,1,3500,0,4,0,3,2,5,80,40,1,1,607,1,2,1,1,1,1,0,0,1,1.05794632543303,3,0
2373,594,1,0,47.5,50,3,5,5,5,0,1,2,3,4,5,10,5,5,10,0,0,0,1,750,1,1,2,3,2,5,5,10,2,1,687,2,1,1,0,1,1,0,0,1,1.59258731703678,5,1
2374,594,2,0,47.5,50,3,5,5,5,0,1,2,3,4,5,10,2.5,5,40,0,0,0,2,750,1,2,2,3,2,5,5,10,2,1,687,2,1,1,0,1,1,0,0,1,1.59258731703678,5,1
2375,594,3,0,47.5,50,3,5,5,5,0,1,2,3,4,5,10,0.5,5,90,0,0,0,2,750,1,3,2,3,2,5,5,10,2,1,687,2,1,1,0,1,1,0,0,1,1.59258731703678,5,1
2376,594,4,0,47.5,50,3,5,5,5,0,1,2,3,4,5,10,1,10,40,0,0,0,2,750,1,4,2,3,2,5,5,10,2,1,687,2,1,1,0,1,1,0,0,1,1.59258731703678,5,1
2377,595,1,0,21.5,15.5,0,1,3,2,1,0,0,3,4,4,7,5,5,10,0,0,0,1,750,1,1,0,3,1,40,90,45,1,0,157,0,0,0,0,1,1,0,0,1,0.640465363655996,1,1
2378,595,2,0,21.5,15.5,0,1,3,2,1,0,0,3,4,4,7,0.5,10,10,0,0,0,1,750,1,2,0,3,1,40,90,45,1,0,157,0,0,0,0,1,1,0,0,1,0.640465363655996,1,1
2379,595,3,0,21.5,15.5,0,1,3,2,1,0,0,3,4,4,7,5,10,90,0,0,0,1,750,1,3,0,3,1,40,90,45,1,0,157,0,0,0,0,1,1,0,0,1,0.640465363655996,1,1
2380,595,4,0,21.5,15.5,0,1,3,2,1,0,0,3,4,4,7,5,5,10,0,0,0,1,750,1,4,0,3,1,40,90,45,1,0,157,0,0,0,0,1,1,0,0,1,0.640465363655996,1,1
2381,596,1,1,63,50,0,3,4,4,0,0,2,4,3,2,8,5,5,10,0,0,0,1,2250,0,1,2,4,2,5,60,120,2,0,518,2,2,1,1,1,1,0,1,2,1.10214896990962,2,0
2382,596,2,1,63,50,0,3,4,4,0,0,2,4,3,2,8,2.5,5,10,0,0,0,1,2250,0,2,2,4,2,5,60,120,2,0,518,2,2,1,1,1,1,0,1,2,1.10214896990962,2,0
