"","X","ID","Timing","Order","Q1Gender","Q2Age","Q3Distance","Q4Trips","Q5Knowledge","Q6Bid","Q7Bid","Q6ResearchResponse","Q6ResearchCertainty","Q7TreatmentResponse","Q7TreatmentCertainty","Q7Bid2Upper","Q7Bid2Lower","Q7TreatmentUpperResponse","Q7TreatmentLowerResponse","Q8DominatedTest","Q9Block","Q9Performance","Q9Emission","Q9Price","Q10Block","Q10Performance","Q10Emission","Q10Price","Q11Block","Q11Performance","Q11Emission","Q11Price","Q12Block","Q12Performance","Q12Emission","Q12Price","Q9Choice","Q10Choice","Q11Choice","Q12Choice","Q12CECertainty","Q13CurrentThreatToSelf","Q14FutureThreatToSelf","Q15ThreatToEnvironment","Q16BP","Q17_Firms","Q17_Cons","Q17_Gov","Q17_LA","Q17_Other","Q18Charity","Q19Knowledge","Q20Consequentiality","Q21Experts","Q22Education","Q23Employment","Q24RonaImpact","Q24AIncome","Q25Understanding","Q7Bid2","Q7Response2","IncomeDummy","Q1WTP","Q2WTP","Q1WTPLower","Q2WTPLower","Q1WTPUpper","Q2WTPUpper","Q1LV","Q2LV","LVQuantilesQ1","LVQuantilesQ2"
"499",499,499,414,1,0,47.5,35,0,4,90,90,1,1,1,1,5,NA,0,NA,1,0,0.5,0.4,5,1,0.05,0.4,2.5,2,0.1,0.9,5,2,0.1,0.4,1,1,1,1,0,1,4,5,5,1,1,1,1,0,0,0,3,1,3,2,0,0,1250,8,180,0,0,41.2189628288068,74.2373131127226,-1136.51661400629,-61.4875460832646,3835.5275206443,4719.64866141713,3.60542085737081,3.22118219128441,5,5
"500",500,500,402,0,1,47.5,50,0,3,80,5,1,0,1,2,0,NA,1,NA,0,3,0.1,0.1,2.5,3,0.05,0.1,2.5,0,0.05,0.9,2.5,1,0.5,0.1,2.5,0,1,1,0,1,4,5,4,2,1,1,1,0,0,0,3,1,4,4,6,2,5000,9,10,1,1,45.6019601544625,77.1609675366547,-2930.89764662795,-26.6617044689375,3101.97637889967,4582.64662509613,3.37449057557701,2.96430558041669,5,5
"501",501,501,299,0,0,21.5,35,0,3,80,40,1,1,1,1,10,NA,0,NA,1,0,0.5,0.4,5,2,0.05,0.4,0.5,1,0.05,0.1,1,2,0.1,0.4,1,0,1,0,0,1,3,5,4,0,1,0,1,0,0,0,5,2,4,3,4,0,1250,9,80,0,0,45.1726507351186,78.0109785511229,-4648.33935971249,-672.513209278127,842.498551184849,4148.48429016372,3.25946474454263,2.56564865380257,5,4
"502",502,502,861,1,1,63,35,0,2,10,60,1,2,0,1,NA,5,NA,1,1,2,0.05,0.1,5,2,0.05,0.4,0.5,2,0.1,0.9,5,1,0.5,0.1,2.5,0,1,1,0,2,3,4,5,1,1,0,1,0,0,0,3,2,4,0,0,0,750,10,30,1,0,43.9696757737036,75.7165790183329,-2690.40097939028,-57.818766896639,5753.74753648337,4722.89333988366,2.93022317071966,1.57137740408328,4,3
"503",503,503,174,1,0,21.5,35,2,3,60,100,1,1,1,1,7,NA,1,NA,0,1,0.5,0.9,1,2,0.05,0.4,0.5,2,0.1,0.9,5,1,0.5,0.1,2.5,1,1,0,0,1,4,3,3,1,1,0,1,0,0,1,4,2,4,3,6,1,1250,9,200,1,0,42.4225040737266,75.4783842065232,-1962.863004637,-16.3664113482181,4288.01711853805,3957.09336566295,2.99845111595887,2.67182255791228,4,4
"504",504,504,399,0,1,32.5,50,1,2,20,100,1,2,0,1,NA,10,NA,1,1,1,0.5,0.9,1,1,0.05,0.4,2.5,3,0.05,0.9,0.5,1,0.5,0.1,2.5,1,1,1,1,2,5,3,5,1,1,1,1,1,0,1,2,2,1,2,4,1,250,10,50,1,0,40.3638521926903,72.8972849368635,-575.675938780156,-42.4106421692263,4951.94277147016,4651.7327049276,2.7267632794388,1.52372834683721,4,3
"505",505,505,546,1,1,47.5,50,2,4,10,10,1,2,1,2,6,NA,1,NA,0,1,0.5,0.9,1,2,0.05,0.4,0.5,3,0.05,0.9,0.5,2,0.1,0.4,1,0,1,0,1,2,5,4,5,1,0,0,1,0,0,0,4,2,4,4,6,0,5000,9,20,1,1,47.2746984743379,79.8444811200767,-3155.77677564587,-37.7508785763553,4061.68540160426,4349.13933207883,3.41773572930068,3.19107964308109,5,5
"506",506,506,745,0,1,47.5,15.5,3,2,60,40,0,2,0,2,NA,3,NA,1,0,3,0.1,0.1,2.5,2,0.05,0.4,0.5,1,0.05,0.1,1,1,0.5,0.1,2.5,0,1,0,0,2,3,3,3,0,1,1,1,1,1,0,2,1,3,2,5,1,1750,10,20,1,0,34.7116842084335,61.7316127146043,-2759.85632783629,-95.2070814329366,5000.32881626018,4762.78020832319,1.17856023437468,0.840946616663842,2,1
"507",507,507,709,1,1,32.5,50,1,2,20,90,1,2,1,2,5,NA,0,NA,0,2,0.05,0.1,5,0,0.1,0.1,0.5,0,0.05,0.9,2.5,2,0.1,0.4,1,0,1,1,1,2,3,4,4,1,1,1,1,1,0,1,3,2,4,3,6,0,3500,8,180,0,1,44.2615253354885,75.7132924723313,-2055.42144916377,-65.0090285873994,3816.7447250424,4188.16813631235,2.67658009288155,2.62110725443226,4,4
"508",508,508,435,0,0,47.5,35,2,5,100,10,1,1,1,1,6,NA,1,NA,1,3,0.1,0.1,2.5,3,0.05,0.1,2.5,2,0.1,0.9,5,1,0.5,0.1,2.5,1,1,1,1,1,4,4,4,1,0,0,1,0,0,1,5,2,4,3,6,0,4500,9,20,1,1,44.0369199433288,76.932657827294,-1506.09805897594,-39.3235836915027,4881.05680835101,4726.44593485709,3.40829624200069,2.66383954860815,5,4
"509",509,509,231,1,1,32.5,35,2,3,100,5,1,2,1,2,0,NA,1,NA,0,3,0.1,0.1,2.5,0,0.1,0.1,0.5,0,0.05,0.9,2.5,2,0.1,0.4,1,1,0,1,0,2,3,3,3,1,0,0,1,0,0,0,3,1,3,3,6,0,5000,5,10,1,1,35.632371785024,64.3573152283697,-3505.97249786407,-116.204716297007,3561.90898791884,4229.09510991309,2.85719257887412,1.66818073046992,4,3
"510",510,510,445,1,0,63,50,1,3,40,10,0,1,1,2,6,NA,1,NA,0,0,0.5,0.4,5,0,0.1,0.1,0.5,1,0.05,0.1,1,2,0.1,0.4,1,1,1,1,1,1,4,4,5,1,1,1,1,0,0,0,3,0,3,3,2,0,250,8,20,1,0,40.2640572307596,72.1513438980719,-2995.17235256576,-15.1048465907847,2138.4725078397,4968.70386549958,1.85544792686895,2.66246398471805,3,4
"511",511,511,457,0,0,47.5,35,0,3,90,60,0,2,0,2,NA,5,NA,0,0,3,0.1,0.1,2.5,3,0.05,0.1,2.5,2,0.1,0.9,5,0,0.5,0.1,0.5,0,0,0,0,2,4,4,4,1,1,0,1,0,0,0,3,2,4,1,0,2,3500,7,30,0,1,47.7723731801001,76.5986144807887,-2584.57122005619,-34.594199219471,5847.30325565307,5102.07901151374,2.21746281501127,1.65599436314854,3,3
"512",512,512,226,0,1,32.5,50,2,5,90,100,1,2,1,2,7,NA,1,NA,0,0,0.5,0.4,5,1,0.05,0.4,2.5,0,0.05,0.9,2.5,1,0.5,0.1,2.5,1,1,1,1,2,5,5,4,2,1,0,0,0,0,1,5,2,5,3,6,1,750,9,200,1,0,49.1676912172705,81.804459579605,-3201.16232147803,-17.4146261680988,3897.01553789221,4288.09259791457,4.16054916750364,3.74218899840927,5,5
"513",513,513,394,1,1,47.5,1,3,3,80,10,0,1,1,1,6,NA,0,NA,1,0,0.5,0.4,5,2,0.05,0.4,0.5,0,0.05,0.9,2.5,1,0.5,0.1,2.5,1,1,1,1,1,3,3,3,0,0,0,0,0,1,0,3,0,3,2,5,0,5000,7,20,0,1,33.4216710389266,61.3140028184796,-2970.17244323861,-62.6065349438801,4356.52720375772,4165.87490906662,1.15686349074789,1.81297333064876,2,3
"514",514,514,246,0,0,21.5,15.5,1,4,20,60,0,0,1,1,2,NA,0,NA,0,1,0.5,0.9,1,0,0.1,0.1,0.5,2,0.1,0.9,5,2,0.1,0.4,1,1,0,0,1,0,3,3,3,1,0,1,0,1,0,2,2,1,3,2,0,1,1750,5,120,0,0,44.5620952011618,77.0466323938073,-4243.61788265857,-203.442210291515,2956.0092085691,4794.48093955925,1.37205541256444,2.28568157823689,2,4
"515",515,515,629,1,1,47.5,50,2,2,10,40,1,2,1,2,10,NA,0,NA,0,0,0.5,0.4,5,1,0.05,0.4,2.5,0,0.05,0.9,2.5,1,0.5,0.1,2.5,0,0,1,0,2,5,5,5,1,1,0,1,0,0,0,4,2,5,1,6,1,1250,10,80,0,0,47.7438152480066,79.5026616766002,-890.36199083357,-53.884700434415,4401.16340746812,5058.48831918364,4.23921692810161,4.0008507577004,5,5
"516",516,516,545,1,1,47.5,1,3,1,80,100,1,1,1,1,7,NA,0,NA,1,1,0.5,0.9,1,2,0.05,0.4,0.5,2,0.1,0.9,5,1,0.5,0.1,2.5,1,1,1,1,1,5,4,5,1,1,1,1,1,0,0,2,2,4,2,5,1,1750,8,200,0,0,41.4459651353055,75.3267781126515,-2841.2952984394,-54.6676771768074,2183.65935674835,4430.18713633561,3.67406872165154,3.40199379145429,5,5
"517",517,517,352,1,1,63,6.5,3,3,80,60,0,2,0,2,NA,5,NA,0,0,1,0.5,0.9,1,0,0.1,0.1,0.5,2,0.1,0.9,5,3,0.05,0.1,5,1,1,1,1,2,2,2,3,0,1,1,0,0,0,0,3,2,3,2,2,0,250,7,30,0,0,37.9669787145467,66.7220285053661,-3793.38547487146,-186.153805180011,3958.746368944,4823.60775109161,0.60861580077071,0.479682048925122,1,1
"518",518,518,463,0,0,21.5,50,1,1,100,10,0,2,1,2,6,NA,1,NA,0,2,0.05,0.1,5,2,0.05,0.4,0.5,2,0.1,0.9,5,1,0.5,0.1,2.5,0,1,0,1,2,3,4,4,1,1,1,1,1,1,0,2,2,5,2,3,1,250,7,20,1,0,46.9878788311724,79.5259777971037,-3309.3129541544,-168.776580860013,2205.22912160032,4529.07172933553,2.20115361340148,2.42624511507219,3,4
"519",519,519,472,1,0,21.5,35,2,4,60,5,0,0,1,1,0,NA,1,NA,1,0,0.5,0.4,5,2,0.05,0.4,0.5,3,0.05,0.9,0.5,0,0.5,0.1,0.5,0,1,1,0,0,3,4,5,2,1,0,0,0,0,1,4,2,5,3,6,1,1750,9,10,1,0,49.6903327994601,85.03848049997,-2823.48947138602,-77.8416508907052,3100.51070080543,4468.01660059008,2.12642461988051,3.05465940412001,3,5
"520",520,520,420,1,1,63,1,3,3,80,60,1,2,1,2,2,NA,0,NA,1,3,0.1,0.1,2.5,2,0.05,0.4,0.5,2,0.1,0.9,5,1,0.5,0.1,2.5,1,1,1,1,1,4,4,5,2,1,0,1,0,0,1,3,2,5,1,2,0,1250,9,120,0,0,46.7296427064103,77.5806196897361,-913.942944199576,-64.5937926473506,4570.24990660023,4570.74368805565,3.84729879952604,3.45087860930614,5,5
"521",521,521,578,0,1,47.5,50,2,4,100,20,0,1,1,2,8,NA,1,NA,0,3,0.1,0.1,2.5,1,0.05,0.4,2.5,0,0.05,0.9,2.5,2,0.1,0.4,1,0,1,1,1,2,4,4,5,2,1,1,1,0,0,1,4,2,4,3,6,1,5000,10,40,1,1,46.6136124772316,78.6685408326763,-602.437024435099,-25.2172087931077,3753.47805694788,3923.88964934918,2.19523547417065,3.13216291337878,3,5
"522",522,522,167,0,1,47.5,15.5,0,1,10,100,0,0,0,0,NA,10,NA,0,1,1,0.5,0.9,1,1,0.05,0.4,2.5,2,0.1,0.9,5,0,0.5,0.1,0.5,1,1,1,0,0,5,5,3,1,0,0,0,1,0,2,1,1,3,2,1,0,1250,6,50,0,0,42.160040586183,75.3423060988688,-1614.21005140686,-98.3816268159294,4289.34328727993,4394.35280202864,1.69016560346127,1.94513178980628,3,3
"523",523,523,520,0,0,32.5,50,1,3,5,20,1,1,1,2,8,NA,1,NA,0,2,0.05,0.1,5,1,0.05,0.4,2.5,1,0.05,0.1,1,1,0.5,0.1,2.5,1,1,1,0,1,5,5,5,0,0,0,0,0,1,0,3,2,5,4,4,1,750,10,40,1,0,44.3615446660284,77.2355169746977,-3472.21511771357,-28.9415846612279,2437.63837986242,4048.42677941595,4.04994768355254,3.84966589396277,5,5
"524",524,524,579,1,1,32.5,35,2,4,40,60,1,2,1,2,2,NA,0,NA,1,1,0.5,0.9,1,2,0.05,0.4,0.5,3,0.05,0.9,0.5,2,0.1,0.4,1,1,1,1,1,1,5,5,5,1,1,1,1,1,1,0,4,2,4,3,6,0,1250,8,120,0,0,43.9166356053535,76.8356972952214,-1735.14360670194,-17.7804536479926,5099.13768956171,4811.20208506238,3.95561909203232,3.72615823823862,5,5
"525",525,525,229,0,1,63,50,1,3,40,10,1,2,1,2,6,NA,1,NA,0,2,0.05,0.1,5,1,0.05,0.4,2.5,1,0.05,0.1,1,3,0.05,0.1,5,0,0,0,1,1,4,5,5,1,1,1,0,0,0,1,3,0,2,2,2,1,3500,9,20,1,1,42.0874723824662,72.555992923258,-1940.74107548734,-25.6330196115973,4344.11018769844,5035.83073382004,3.17323393943404,2.95264217490541,4,5
"526",526,526,291,1,1,47.5,50,1,2,5,20,1,2,1,1,8,NA,0,NA,1,2,0.05,0.1,5,3,0.05,0.1,2.5,2,0.1,0.9,5,3,0.05,0.1,5,1,1,0,0,1,4,4,5,1,1,1,1,0,0,0,2,1,3,3,6,0,2750,10,40,0,1,42.7168198523698,73.6710604485044,-4690.49022512051,-224.933767022718,3531.86167079373,4435.99622052907,2.8307318461439,2.63840111521769,4,4
"527",527,527,224,0,0,32.5,6.5,3,2,20,90,1,2,0,2,NA,8,NA,1,0,1,0.5,0.9,1,2,0.05,0.4,0.5,1,0.05,0.1,1,2,0.1,0.4,1,1,1,1,1,2,4,5,5,1,1,1,1,1,0,0,3,2,5,3,4,1,4500,8,45,1,1,44.6576950953727,77.0976972175457,-1521.49619579133,-49.2844227837356,3246.03455374494,4648.66710957051,3.79071989916789,2.02308765373547,5,3
"528",528,528,498,0,1,32.5,6.5,3,2,80,90,0,1,1,2,5,NA,0,NA,0,3,0.1,0.1,2.5,3,0.05,0.1,2.5,1,0.05,0.1,1,2,0.1,0.4,1,0,1,1,1,2,3,4,5,1,0,0,0,0,1,0,3,0,4,4,6,0,1250,10,180,0,0,38.2081268040147,68.8276217872615,-5492.31480997523,-1151.46312119092,3518.85747896432,4296.44711966488,1.98422280242255,2.80869441371209,3,4
"529",529,529,384,0,1,47.5,50,1,3,40,80,0,2,1,1,4,NA,1,NA,0,3,0.1,0.1,2.5,1,0.05,0.4,2.5,1,0.05,0.1,1,2,0.1,0.4,1,0,0,0,0,2,4,4,5,0,1,1,1,1,0,0,3,0,4,3,6,0,1750,10,160,1,0,40.809073687631,70.8680980551251,-1836.42845218243,-122.937230037296,3489.06036260827,4671.9225847721,1.70398825007397,2.84549662135232,3,4
"530",530,530,270,1,1,47.5,35,3,3,20,80,0,2,0,2,NA,7,NA,0,0,1,0.5,0.9,1,1,0.05,0.4,2.5,1,0.05,0.1,1,2,0.1,0.4,1,1,1,1,1,2,4,4,3,0,1,0,1,0,0,0,3,2,2,2,6,1,3500,10,40,0,1,38.6305711058838,68.1095141661468,-3607.94719753275,-61.5612525710935,5064.2692381628,4986.34419189513,1.25602263152621,1.26420381691801,2,2
"531",531,531,130,1,0,32.5,35,3,5,80,10,1,2,1,2,6,NA,1,NA,0,3,0.1,0.1,2.5,1,0.05,0.4,2.5,1,0.05,0.1,1,0,0.5,0.1,0.5,0,0,0,0,1,5,1,1,2,1,0,0,0,0,1,1,2,1,1,6,1,250,1,20,1,0,40.9717446250809,74.2427962714436,-623.673395366648,-46.5395796967279,5349.21583575071,5363.51120336451,3.06999025919673,1.73705018282429,4,3
"532",532,532,423,0,0,63,50,1,2,90,100,1,2,1,2,7,NA,0,NA,1,1,0.5,0.9,1,1,0.05,0.4,2.5,2,0.1,0.9,5,1,0.5,0.1,2.5,1,1,1,1,2,5,5,5,1,1,1,1,1,0,0,3,2,5,1,6,1,2250,10,200,0,1,44.9280739447777,77.5937456067851,-2755.03773790372,-12.2315325606638,1645.30772178779,3932.22038852935,4.30341673988447,4.04719277809118,5,5
"533",533,533,340,1,0,21.5,6.5,2,4,20,60,0,2,0,2,NA,5,NA,1,1,1,0.5,0.9,1,0,0.1,0.1,0.5,1,0.05,0.1,1,1,0.5,0.1,2.5,0,1,0,0,2,4,4,4,1,1,1,1,0,0,0,4,2,4,4,6,0,3500,8,30,1,1,51.0038841704123,86.578659597026,-2169.63073045654,-112.586105824502,3474.50607390425,4295.79532081336,1.6489660641526,1.52140114005165,3,3
"534",534,534,363,1,1,63,15.5,2,3,60,5,0,2,1,1,0,NA,0,NA,0,2,0.05,0.1,5,1,0.05,0.4,2.5,0,0.05,0.9,2.5,0,0.5,0.1,0.5,0,1,1,0,1,3,3,2,0,1,0,0,0,0,0,4,1,2,4,6,1,2250,8,10,0,1,41.5503642486397,71.4696468947978,-2388.14825236247,-40.5968094411202,3569.89603455232,4539.16095377554,0.699153506473827,1.76870355681951,1,3
"535",535,535,708,1,1,47.5,15.5,1,1,100,40,0,2,0,2,NA,3,NA,0,0,1,0.5,0.9,1,2,0.05,0.4,0.5,1,0.05,0.1,1,1,0.5,0.1,2.5,0,0,0,0,2,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1250,3,20,0,0,34.0956205065203,64.9839335376428,-1650.34770685206,0,4420.82420548366,5064.10075698493,-0.373104921284832,-0.803296461186683,1,1
"536",536,536,280,0,1,21.5,6.5,1,5,5,40,0,2,0,2,NA,3,NA,0,0,0,0.5,0.4,5,0,0.1,0.1,0.5,0,0.05,0.9,2.5,1,0.5,0.1,2.5,0,0,0,0,2,5,4,4,0,0,1,0,0,0,1,4,0,5,4,5,0,5000,10,20,0,1,49.6859008535674,81.8549622748453,-800.183300509066,-18.3187217683011,3311.22101819958,4352.86996078536,1.2812837479324,1.12166361466633,2,2
"537",537,537,359,1,0,47.5,50,0,2,20,60,0,0,0,2,NA,5,NA,0,1,2,0.05,0.1,5,3,0.05,0.1,2.5,1,0.05,0.1,1,1,0.5,0.1,2.5,1,1,1,0,0,3,5,4,0,1,1,1,1,0,0,2,1,3,2,4,1,2750,10,30,0,1,41.0151724800308,72.584835642105,-3077.91411790083,-55.5998779713464,5458.33948984906,5173.51355432283,1.41911592918942,1.35081434765116,2,2
"538",538,538,518,0,1,47.5,6.5,2,2,100,10,0,2,1,2,6,NA,0,NA,0,0,0.5,0.4,5,1,0.05,0.4,2.5,1,0.05,0.1,1,1,0.5,0.1,2.5,0,1,1,0,2,4,5,5,1,1,1,1,1,0,0,2,2,4,1,6,0,2750,10,20,0,1,46.2128110833132,79.7845911971135,-2271.55653391261,-45.4731358502018,2123.43854014422,4120.2574211684,2.39148258992239,3.31461324345386,4,5
"539",539,539,333,1,1,32.5,15.5,3,4,80,80,1,1,1,2,4,NA,1,NA,1,1,0.5,0.9,1,0,0.1,0.1,0.5,0,0.05,0.9,2.5,1,0.5,0.1,2.5,1,0,1,0,1,5,5,4,1,1,1,1,0,0,1,4,2,4,3,6,1,3500,9,160,1,1,44.775930012857,79.0712671715601,-721.788084644885,-43.9580454625733,3760.54732590842,4610.46694729848,3.72985404734751,3.39223678183857,5,5
"540",540,540,159,0,0,47.5,1,3,3,5,100,1,1,1,1,7,NA,1,NA,0,0,0.5,0.4,5,0,0.1,0.1,0.5,2,0.1,0.9,5,2,0.1,0.4,1,1,1,1,1,1,3,3,3,1,1,0,1,0,0,1,3,2,4,1,6,1,3500,9,200,1,1,38.7731168174566,70.1764664992646,-2252.91128449728,-31.559285905084,3919.90671263683,4792.3882240428,2.52703522520825,2.92159266458507,4,5
"541",541,541,531,1,1,47.5,50,0,2,90,100,0,1,0,1,NA,10,NA,0,1,3,0.1,0.1,2.5,1,0.05,0.4,2.5,2,0.1,0.9,5,1,0.5,0.1,2.5,1,1,1,1,1,3,3,4,0,1,0,1,0,0,0,2,1,3,3,6,0,1250,8,50,0,0,41.9088004820903,73.2162069621918,-4057.32718564596,-81.0902358136559,2198.4798472437,4270.0494615627,1.42348145163479,1.19069491293099,2,2
"542",542,542,654,0,0,21.5,35,3,3,80,5,1,0,1,1,0,NA,0,NA,1,0,0.5,0.4,5,1,0.05,0.4,2.5,1,0.05,0.1,1,2,0.1,0.4,1,1,1,1,1,2,4,5,4,0,1,0,0,0,0,1,4,2,4,1,4,0,1750,10,10,0,0,43.2404072632099,78.334437290661,-5093.89183285555,-662.772446089813,3584.34799161916,4218.30531574793,3.46634085184008,2.89326910676657,5,5
"543",543,543,570,1,0,47.5,35,3,3,80,100,1,1,0,1,NA,10,NA,1,0,0,0.5,0.4,5,2,0.05,0.4,0.5,2,0.1,0.9,5,1,0.5,0.1,2.5,1,1,1,1,1,4,4,5,1,1,1,1,1,0,0,4,2,4,2,1,0,250,9,50,1,0,45.7987227911752,79.4093753859844,-2880.59561470773,-166.174479844495,3076.95112304916,4094.91782128509,3.50583417915079,1.9819513229003,5,3
"544",544,544,657,1,0,47.5,50,0,3,5,10,0,1,0,2,NA,9,NA,0,1,2,0.05,0.1,5,1,0.05,0.4,2.5,1,0.05,0.1,1,1,0.5,0.1,2.5,1,1,1,1,0,5,5,5,1,1,1,1,1,0,0,2,2,5,0,1,1,250,8,5,0,0,46.0106968277234,79.6802558496615,-5350.8346099476,-205.369240474089,6174.15945706777,5332.12786683732,1.97535758054155,1.51102695535514,3,3
"545",545,545,961,1,1,47.5,6.5,3,4,20,20,1,1,1,1,8,NA,0,NA,0,0,0.5,0.4,5,1,0.05,0.4,2.5,1,0.05,0.1,1,0,0.5,0.1,0.5,1,1,0,1,2,4,5,3,1,1,1,1,0,0,0,5,1,2,2,6,1,1750,9,40,0,0,39.8988075132908,72.208508584117,-2163.89348499714,-84.2312280180876,2749.06410472134,4604.69066258406,2.73530766227198,2.3220275761756,4,4
"546",546,546,408,1,0,21.5,50,1,2,10,10,0,2,0,2,NA,9,NA,0,1,2,0.05,0.1,5,0,0.1,0.1,0.5,2,0.1,0.9,5,3,0.05,0.1,5,0,0,0,0,2,3,4,4,0,1,1,1,1,0,0,3,2,3,3,4,1,1750,5,5,0,0,42.68252726412,73.0534325017459,-2972.58442565272,-56.0939102640653,4716.74143404739,4624.79166510387,1.38947234371039,0.808804493354384,2,1
"547",547,547,230,1,1,32.5,35,3,1,100,5,0,1,0,1,NA,2,NA,0,0,0,0.5,0.4,5,1,0.05,0.4,2.5,0,0.05,0.9,2.5,2,0.1,0.4,1,0,0,0,0,1,3,4,2,0,0,0,0,1,0,0,1,0,3,1,6,1,1750,10,2,0,0,37.5805090593625,69.3618289250106,-3044.30842373303,-65.2512146704753,4971.80359235123,4730.66213266987,1.29975683992,0.474522535405803,2,1
"548",548,548,966,1,1,32.5,1,1,1,100,100,0,0,1,1,7,NA,0,NA,0,0,0.5,0.4,5,1,0.05,0.4,2.5,1,0.05,0.1,1,3,0.05,0.1,5,0,1,0,0,2,3,4,4,0,1,1,1,1,0,0,2,0,3,3,4,0,5000,8,200,0,1,36.301831942403,68.3998264377035,-2310.32122589125,-35.5256337056558,4375.20168406998,4474.60322489051,1.65569039392496,2.5581871634114,3,4
"549",549,549,456,1,0,63,35,1,2,90,80,0,1,0,1,NA,7,NA,1,0,2,0.05,0.1,5,0,0.1,0.1,0.5,2,0.1,0.9,5,3,0.05,0.1,5,0,0,0,0,1,3,4,4,1,1,0,0,0,0,0,2,1,3,3,4,1,2250,10,40,1,1,41.6104892460666,71.7830440668462,-3166.77215396923,-114.360367641757,5687.77613219429,4945.90049264576,1.82902143874965,1.52496478046158,3,3
"550",550,550,776,1,0,63,50,0,3,10,90,1,2,0,2,NA,8,NA,0,1,2,0.05,0.1,5,2,0.05,0.4,0.5,2,0.1,0.9,5,3,0.05,0.1,5,1,1,1,1,1,3,3,4,0,1,0,0,0,0,0,3,1,3,0,2,0,1250,7,45,0,0,42.2219270785588,70.693402438378,-161.706584969349,-19.2638130804563,4290.41223257821,5188.20492496642,2.55186859044981,1.26297575354156,4,2
"551",551,551,281,0,0,47.5,50,1,2,10,5,1,0,1,0,0,NA,1,NA,1,1,0.5,0.9,1,1,0.05,0.4,2.5,0,0.05,0.9,2.5,0,0.5,0.1,0.5,1,1,1,1,0,3,3,3,1,1,0,1,0,0,0,3,1,4,4,6,1,1250,9,10,1,0,38.1857203119254,70.0350031151782,-3344.80698164691,-266.604049997694,3846.82945984949,4598.98099863247,2.48244041947745,1.90153085823732,4,3
"552",552,552,252,0,0,21.5,6.5,3,5,100,40,1,1,1,2,10,NA,1,NA,1,1,0.5,0.9,1,3,0.05,0.1,2.5,2,0.1,0.9,5,3,0.05,0.1,5,1,1,1,1,1,3,5,5,1,1,1,1,1,0,1,5,2,5,3,3,1,250,10,80,1,0,40.032184669218,73.3168512923292,-5422.35192727577,-1171.69632959692,4375.52468196438,4810.75643617628,3.88817345161699,3.42229434414612,5,5
"553",553,553,410,1,1,47.5,50,2,1,80,10,0,1,0,2,NA,9,NA,0,0,2,0.05,0.1,5,2,0.05,0.4,0.5,2,0.1,0.9,5,1,0.5,0.1,2.5,0,0,0,0,2,5,5,2,0,0,0,1,0,0,0,1,1,5,1,1,1,250,10,5,0,0,47.7052692674119,79.6728751084298,-2318.2373879813,-34.1519419834615,3119.48161601805,4281.46041851611,2.07640901548323,0.912583073690946,3,2
"554",554,554,620,1,0,47.5,50,3,1,90,90,0,1,0,0,NA,8,NA,1,0,2,0.05,0.1,5,1,0.05,0.4,2.5,1,0.05,0.1,1,1,0.5,0.1,2.5,0,0,1,1,1,4,4,4,0,1,0,1,1,0,0,3,2,3,1,1,0,250,7,45,1,0,44.8929944016464,76.9285577142263,-3790.55042422456,-93.004006912087,2499.68366921058,4570.43341311836,2.03220459557992,1.62278943394726,3,3
"555",555,555,376,1,1,47.5,35,2,5,100,20,0,1,1,2,8,NA,1,NA,0,0,0.5,0.4,5,1,0.05,0.4,2.5,1,0.05,0.1,1,2,0.1,0.4,1,0,0,0,1,1,3,4,5,0,0,1,1,1,0,1,4,1,4,4,6,1,5000,10,40,1,1,44.3027372601719,78.3734672211286,-1296.41109466558,-34.3379474590941,3623.7140530215,4453.64366407871,2.00482418178148,2.61577905913523,3,4
"556",556,556,178,0,1,47.5,1,3,3,100,80,1,2,1,2,4,NA,0,NA,0,2,0.05,0.1,5,1,0.05,0.4,2.5,1,0.05,0.1,1,2,0.1,0.4,1,0,1,1,1,2,4,4,4,2,1,1,1,1,0,1,4,2,4,4,4,0,3500,9,160,0,1,46.8444173246052,79.8004997918004,-264.328747722763,-58.1829860772679,3320.24969511246,4703.34599121616,3.45995432699421,2.99314379199172,5,5
"557",557,557,356,0,0,47.5,50,0,2,100,5,0,2,0,1,NA,2,NA,0,0,3,0.1,0.1,2.5,1,0.05,0.4,2.5,3,0.05,0.9,0.5,0,0.5,0.1,0.5,0,0,0,0,2,3,4,4,1,1,0,1,1,0,0,3,1,2,3,5,1,2250,7,2,0,1,39.9159802192943,68.0729969919045,-3670.29901137726,-669.124279709361,3148.51402997593,4290.33359365951,1.69300862844009,0.9554605848621,3,2
"558",558,558,191,1,1,47.5,50,1,2,40,60,1,1,1,1,2,NA,1,NA,1,1,0.5,0.9,1,3,0.05,0.1,2.5,0,0.05,0.9,2.5,0,0.5,0.1,0.5,1,1,1,1,1,3,3,5,1,1,0,0,0,0,1,3,2,3,2,6,0,2250,8,120,1,1,40.503420344103,71.4485788175072,-4642.22027094019,-322.705475480365,3128.20350229004,4069.39608330955,2.63488955200244,2.4339136876802,4,4
